gold,prompt,task_name,style
IRINOTECAN HYDROCHLORIDE,"For clinical trial NCT00720512, find the ingredient starting with I in the more effective regimen. Return only the name or UNKNOWN in all caps in the format INGREDIENT: name.",Ingredient,style2_concise
IRINOTECAN HYDROCHLORIDE,"First, for the clinical trial NCT00720512, identify the ingredients from the more effective regimen. Then, from those ingredients, find the one whose name starts with the letter 'I'. Finally, return only the name of that ingredient. If no such ingredient is found, return 'unknown'. The output must be in all CAPS and follow the format: INGREDIENT: name",Ingredient,style3_stepwise
DOCETAXEL,"Regarding clinical trial NCT01038661: From the constituent components of the more efficacious treatment regimens, identify the ingredient whose name commences with the letter 'D'. The response must be restricted to the name of the ingredient, or 'UNKNOWN', presented in all uppercase letters and adhering to the specified format: INGREDIENT: name.",Ingredient,style1_formal
DOCETAXEL,"For clinical trial NCT01038661, find the ingredient starting with D from the more effective regimen and return only the name of the ingredient or unknown in all CAPS in the format of INGREDIENT: name",Ingredient,style2_concise
DOCETAXEL,"First, for clinical trial NCT01038661, find the ingredients listed under the more effective regimen. Then, from that list of ingredients, identify the one whose name starts with the letter D. Finally, return only the name of the ingredient or unknown in all CAPS in the format of INGREDIENT: name",Ingredient,style3_stepwise
99.87999725341797,"Pertaining to clinical trial NCT02672527, analyze the constituents of the more effective therapeutic regimen and identify the active ingredient whose name commences with the letter 'T'.

Subsequently, determine the pharmaceutical company that received the most recent primary Food and Drug Administration (FDA) approval for this identified ingredient as of December 2024.
Note that this inquiry is restricted to original New Drug Application (NDA) or Biologics License Application (BLA) approvals, expressly excluding new indications and supplemental approvals.

If this company is listed on any U.S. stock exchange (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the date of FDA approval

If the company is not listed on a U.S. stock exchange, please indicate ""NOT LISTED"".",Open_on_Approval,style1_formal
99.87999725341797,"For clinical trial NCT02672527, identify the ingredient in the more effective regimen that starts with the letter T.

Which company received the most recent FDA approval for this ingredient by December 2024?
Approval must be for a new drug, not a new indication or supplemental approval.

If this company is listed on a US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on a US stock market, state ""NOT LISTED"".",Open_on_Approval,style2_concise
99.87999725341797,"First, for clinical trial NCT02672527, review the more effective regimen ingredients and identify which ingredient starts with the letter T.

Then, determine which pharmaceutical company received the most recent FDA approval (up until December 2024) for this identified ingredient.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, if this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style3_stepwise
"Apr 27, 2027","First, concerning clinical trial NCT00238238, identify the constituent of the more efficacious regimen that commences with the letter L.

Subsequently, for this identified constituent, whose most recent overall approval was granted by December, 2024, determine its patent expiration date.
Note that this inquiry is restricted to the overall U.S. Food and Drug Administration (FDA) drug approval and expressly excludes new indications or supplemental approvals.
The response format for the date must be the year only: YYYY.",Patent_Expire_Date_Text,style1_formal
"Apr 27, 2027","For clinical trial NCT00238238, what ingredient in the more effective regimen starts with L?

For this ingredient, what is the patent expiration date for its last overall FDA drug approval up to Dec, 2024?
Note: Exclude new indications and supplemental approvals.
Return the year only in YYYY format.",Patent_Expire_Date_Text,style2_concise
"Apr 27, 2027","First, for clinical trial NCT00238238, examine the more effective regimen ingredients to identify the one that starts with the letter L.

Then, for this specific ingredient, find its patent expiration date based on its last overall FDA drug approval up till Dec, 2024. Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, return only the date only the year YYYY format of date: YYYY.",Patent_Expire_Date_Text,style3_stepwise
FRESENIUS KABI USA LLC,"For clinical trial NCT00513955, among the constituent therapeutic agents of the superior efficacy regimen, identify the agent whose name commences with the letter B.

Subsequently, for the identified agent, determine which company received the most recent initial U.S. Food and Drug Administration (FDA) marketing approval granted up to Dec, 2024. This inquiry is restricted to the original drug approval and must exclude approvals for new indications or supplemental applications.
The output must be returned exclusively in the specified format: COMPANY: name.",Applicant_Full_Name,style1_formal
FRESENIUS KABI USA LLC,"For clinical trial NCT00513955, identify the ingredient from the more effective regimens that starts with the letter B.

For this ingredient, find the company with the latest overall FDA drug approval up till Dec, 2024. Do not include new indications or supplemental approvals. Return the company name in format of COMPANY: name.",Applicant_Full_Name,style2_concise
FRESENIUS KABI USA LLC,"First, for clinical trial NCT00513955 among the more effective regimen ingredients, identify which ingredient starts with the letter B.

Then, find which company has the latest FDA approval date up till Dec, 2024 for this identified ingredient. Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, return only the company name in format of COMPANY: name.",Applicant_Full_Name,style3_stepwise
Not_Listed,"Regarding clinical trial NCT00090051, analyze the constituent agents of the more efficacious regimen and identify the agent whose name commences with the letter 'C'.

Subsequently, determine the pharmaceutical company that received the most recent U.S. Food and Drug Administration (FDA) approval for this identified agent, with an approval date on or before December 2024.
Note that this inquiry is restricted to original marketing authorizations (i.e., New Drug Applications/Biologics License Applications) and excludes supplemental approvals or approvals for new indications.

If this company is publicly traded on any U.S. stock market, including over-the-counter markets, provide:
1. The stock ticker symbol
2. The opening stock price on the date of the FDA approval

If the company is not listed on any U.S. stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style1_formal
Not_Listed,"For clinical trial NCT00090051, identify the ingredient starting with C in the more effective regimen.

Then, find the company with the most recent original FDA drug approval for this ingredient by December 2024. Exclude new indications and supplemental approvals.

If this company is listed on a US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on a US stock market, state ""NOT LISTED"".",Open_on_Approval,style2_concise
Not_Listed,"First, for clinical trial NCT00090051, review the ingredients of the more effective regimen and identify which one starts with the letter C.

Then, determine which pharmaceutical company received the most recent FDA approval (up until December 2024) for this identified ingredient.
Note that we are only looking for overall FDA drug approval, not new indication, not supplemental approvals.

Finally, if this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style3_stepwise
,"Regarding clinical trial NCT01469000, from the efficacious components of the therapeutic regimen, identify the active ingredient commencing with the letter 'P'.

Subsequently, for this identified ingredient, assuming its most recent Food and Drug Administration (FDA) approval occurred on or before Dec, 2024, ascertain its designated exclusivity date.
Note that this inquiry pertains exclusively to the overall FDA drug approval, not new indications or supplemental approvals.
If an exclusivity date does not exist or is unavailable, respond with 'DATE: NA'. Otherwise, return the date solely in the MM-DD-YYYY format, structured as: date: MM-DD-YYYY.",Exclusivity_Date,style1_formal
,"For trial NCT01469000, which effective regimen ingredient starts with the letter P?

For this ingredient, what is its FDA exclusivity date, based on its last approval by Dec, 2024?
Note: Consider only overall FDA drug approval, not new indications or supplemental approvals.
If the date is unavailable, respond with 'DATE: NA'. Otherwise, return the date in MM-DD-YYYY format: date: MM-DD-YYYY.",Exclusivity_Date,style2_concise
,"First, from clinical trial NCT01469000 and within the more effective regimen ingredients, identify the ingredient that starts with the letter P.

Then, for this specific ingredient, find its last overall FDA drug approval on or before Dec, 2024. Note that we are only looking for overall FDA drug approval, not new indications or supplemental approvals.

Finally, retrieve the FDA exclusivity date associated with that approval. If an exclusivity date is available, provide it in the format: DATE: MM-DD-YYYY. If no exclusivity date exists or it is not available, respond with 'DATE: NA'.",Exclusivity_Date,style3_stepwise
MIDOSTAURIN,"Pertaining to clinical trial NCT00651261: From the constituents of the more efficacious regimen, identify the ingredient whose name commences with the letter 'M' and return only the name of the ingredient, or 'UNKNOWN', in all uppercase, according to the format: INGREDIENT: name",Ingredient,style1_formal
MIDOSTAURIN,"For clinical trial NCT00651261. From the more effective regimen, find the ingredient starting with 'M'. Return only the ingredient name or UNKNOWN in all CAPS in the format of INGREDIENT: name.",Ingredient,style2_concise
MIDOSTAURIN,"First, for clinical trial NCT00651261, identify the ingredients in the more effective regimen. Then, from those ingredients, find the one whose name starts with the letter M. Finally, return only the name of that ingredient, or unknown if none is found, in all CAPS using the format INGREDIENT: name.",Ingredient,style3_stepwise
"May 31, 2026","Initially, for clinical trial NCT00718549, among the constituents of the more efficacious regimen, identify the constituent whose name commences with the letter C.

Subsequently, for this identified constituent, which received its latest overall FDA drug approval on or prior to Dec, 2024, determine its patent expiration date.
Note that the inquiry is exclusively concerned with overall FDA drug approval, and excludes new indications and supplemental approvals.
Return only the year in the specified format: YYYY.",Patent_Expire_Date_Text,style1_formal
"May 31, 2026","In clinical trial NCT00718549's more effective regimen, which ingredient starts with C?

For this ingredient, what is the patent expiration date for its last approval up to Dec 2024?
Note: Consider only overall FDA drug approval, not new indications or supplemental approvals.
Return only the year in YYYY format.",Patent_Expire_Date_Text,style2_concise
"May 31, 2026","First, search within clinical trial NCT00718549 for the ingredients of the more effective regimen, and identify the specific ingredient that starts with the letter C.

Then, for the ingredient you just identified, find its last overall FDA drug approval that occurred on or before Dec, 2024. Note that we are only looking for overall FDA drug approval, not new indications or supplemental approvals.

Finally, for that approved drug, find its patent expiration date and provide only the year in YYYY format.",Patent_Expire_Date_Text,style3_stepwise
"May 15, 2026","With respect to clinical trial NCT02950051, identify the active pharmaceutical ingredient within the more effective regimen whose designation commences with the letter 'V'.

Subsequently, for this identified ingredient, determine the U.S. Food and Drug Administration (FDA) exclusivity expiration date associated with its most recent approval on or before December 2024.
It is to be noted that this query is restricted to the initial overall FDA drug approval and explicitly excludes new indications or supplemental approvals.
Should an exclusivity date be non-existent or unavailable, the required response is 'DATE: NA'. Otherwise, return only the date in MM-DD-YYYY format of date: MM-DD-YYYY.",Exclusivity_Date,style1_formal
"May 15, 2026","In clinical trial NCT02950051, which effective regimen ingredient starts with the letter V?

For this ingredient, what is its FDA exclusivity date from its last initial drug approval before Dec, 2024?
Note: Consider only initial FDA drug approvals, excluding new indications and supplemental approvals.
If the date is unavailable, respond with 'DATE: NA'. Otherwise, return the date in the format: date: MM-DD-YYYY.",Exclusivity_Date,style2_concise
"May 15, 2026","First, for clinical trial NCT02950051, examine the ingredients of the more effective regimen and identify the one that starts with the letter V.

Then, for this identified ingredient, find its last overall FDA drug approval that occurred up till Dec, 2024. Note that we are only looking for overall FDA drug approval, not new indications or supplemental approvals.

Finally, retrieve the FDA exclusivity date corresponding to this approval. If no exclusivity date exists or if it's not available, respond with 'DATE: NA'. Otherwise, return only the date in the format date: MM-DD-YYYY.",Exclusivity_Date,style3_stepwise
"Jul 1, 2033","Pertaining to clinical trial NCT00416507, identify the constituent of the more efficacious regimen whose designation commences with the letter G.

Subsequently, for this identified constituent, determine the date of its patent expiration, given that its most recent approval was granted on or before Dec, 2024.
Note that the query is specific to the primary FDA drug approval and expressly excludes new indications or supplemental approvals.
Return exclusively the year component of the date in the format of date: YYYY.",Patent_Expire_Date_Text,style1_formal
"Jul 1, 2033","For clinical trial NCT00416507, which effective regimen ingredient starts with the letter G?

For this ingredient, what is its patent expiration date, based on its last approval by Dec, 2024?
Note: Use overall FDA drug approval only, not new indications or supplemental approvals.
Return the year only in YYYY format.",Patent_Expire_Date_Text,style2_concise
"Jul 1, 2033","First, for clinical trial NCT00416507, examine the ingredients of the more effective regimen and identify which ingredient starts with the letter G.

Then, for this identified ingredient, find its last approval date up till Dec, 2024.
Note that we are only looking for overall FDA drug approval, not new indication, not supplemental approvals.

Finally, based on that approval, find the patent expiration date. Return only the year in YYYY format.",Patent_Expire_Date_Text,style3_stepwise
21.139999389648438,"For clinical trial NCT01667419, evaluate the components of the more efficacious regimen and identify the constituent agent whose name commences with the letter V.

Subsequently, determine the pharmaceutical company that received the most recent U.S. Food and Drug Administration (FDA) approval for this identified agent through December 2024.
Note that this query is specific to an overall FDA drug approval and excludes new indications or supplemental approvals.

If this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, indicate ""NOT LISTED"".",Open_on_Approval,style1_formal
21.139999389648438,"For clinical trial NCT01667419, identify the ingredient in the more effective regimen starting with the letter V.

Then, identify the pharmaceutical company with the most recent FDA approval for this ingredient through December 2024.
Note: Consider only initial FDA drug approvals, not new indications or supplemental approvals.

If this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, indicate ""NOT LISTED"".",Open_on_Approval,style2_concise
21.139999389648438,"First, for clinical trial NCT01667419, review the more effective regimen ingredients and identify which ingredient starts with the letter V.

Then, determine which pharmaceutical company received the most recent overall FDA drug approval for this identified ingredient, up until December 2024.
Note that we are only looking for overall FDA drug approval, not new indications or supplemental approvals.

Finally, if this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style3_stepwise
Not_Listed,"Regarding clinical trial NCT01998503, examine the constituent components of the superior therapeutic regimen and identify the active pharmaceutical ingredient whose nomenclature commences with the letter 'B'.

Subsequently, ascertain the pharmaceutical entity that obtained the most recent U.S. Food and Drug Administration (FDA) approval for this identified ingredient, for the period ending December 2024.
It is to be noted that this inquiry is restricted to initial New Drug Application (NDA) or Biologics License Application (BLA) approvals and expressly excludes supplemental approvals or new indications.

Should this entity be publicly traded on a U.S. stock exchange (inclusive of over-the-counter markets), provide the following:
1. The stock ticker symbol
2. The opening share price on the date of the FDA approval

If the company is not publicly traded, please indicate ""NOT LISTED"".",Open_on_Approval,style1_formal
Not_Listed,"For clinical trial NCT01998503, identify the ingredient starting with B in the more effective regimen.

Then, identify the company with the most recent overall FDA drug approval for this ingredient by December 2024. This excludes new indications and supplemental approvals.

If this company is listed on a US stock market (including over-the-counter markets), provide:
1. Stock ticker symbol
2. Opening stock price on the FDA approval date

If the company is not listed on any US stock market, state ""NOT LISTED"".",Open_on_Approval,style2_concise
Not_Listed,"First, for clinical trial NCT01998503, review the ingredients of the more effective regimen and identify the one that starts with the letter B.

Then, determine which pharmaceutical company received the most recent FDA approval (up until December 2024) for this identified ingredient.
Note that we are only looking for overall FDA drug approval, not new indications or supplemental approvals.

Finally, if this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style3_stepwise
"Dec 3, 2031","Pertaining to clinical trial NCT01776840, identify the constituent of the superior therapeutic regimen whose name commences with the letter 'I'.

Subsequently, for this identified constituent, which received its most recent approval on or before Dec, 2024, determine its patent expiration date.
Note that this query pertains exclusively to the overall FDA drug approval and excludes new indications or supplemental approvals.
Return only the year of the date in the format: YYYY.",Patent_Expire_Date_Text,style1_formal
"Dec 3, 2031","In clinical trial NCT01776840, which ingredient in the more effective regimen starts with the letter I?

For this ingredient, what is the patent expiration date of its last approval up to Dec, 2024?
Note: Consider only overall FDA drug approval, not new indications or supplemental approvals.
Return only the year in YYYY format.",Patent_Expire_Date_Text,style2_concise
"Dec 3, 2031","First, for clinical trial NCT01776840, examine the more effective regimen ingredients and identify the one that starts with the letter I.

Then, for this identified ingredient, find its last overall FDA drug approval granted up till Dec, 2024.

Finally, using the information from the previous steps, determine the patent expiration date.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
Return only the date only the year YYYY format of date: YYYY.",Patent_Expire_Date_Text,style3_stepwise
"Dec 18, 2037","Initially, for clinical trial NCT00256776, identify the constituent component of the superior therapeutic regimen whose name commences with the letter D.

Subsequently, for this identified component, whose most recent approval occurred no later than December 2024, ascertain its patent expiration date.
Note that this inquiry is restricted to the primary U.S. Food and Drug Administration (FDA) drug approval, excluding new indications or supplemental approvals.
Return only the date only the year YYYY format of date: YYYY.",Patent_Expire_Date_Text,style1_formal
"Dec 18, 2037","In trial NCT00256776's more effective regimen, identify the ingredient starting with 'D'.

Find the patent expiration date for this ingredient, last approved by Dec, 2024.
Note: Consider only overall FDA drug approval, not new indications or supplemental approvals.
Return only the year in YYYY format.",Patent_Expire_Date_Text,style2_concise
"Dec 18, 2037","First, for clinical trial NCT00256776 among the more effective regimen ingredients, identify which ingredient starts with the letter D.

Then, for this identified ingredient that was last approved up till Dec, 2024, when is its patent expiration date? Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, return only the date only the year YYYY format of date: YYYY.",Patent_Expire_Date_Text,style3_stepwise
PACLITAXEL,,Ingredient,style1_formal
PACLITAXEL,"For clinical trial NCT00064077, find the ingredient starting with P from the more effective regimen ingredients. Return only the name of the ingredient or UNKNOWN in all CAPS in the format of INGREDIENT: name",Ingredient,style2_concise
PACLITAXEL,"First, for clinical trial NCT00064077. Then, among the more effective regimen ingredients; find which is the ingredient with the first letter start with P. Finally, return only the name of the ingredient or unknown in all CAPS in the format of INGREDIENT: name",Ingredient,style3_stepwise
"Jul 1, 2033","First, concerning clinical trial NCT00262769, among the therapeutic agents comprising the more efficacious regimens, identify the agent whose name commences with the letter 'G'.

Then, for this identified agent, what is its patent expiration date, given that its most recent approval was granted on or before December 2024?
Note that the query pertains exclusively to the overall FDA drug approval, not new indications or supplemental approvals.
Return the date only in the year format: YYYY.",Patent_Expire_Date_Text,style1_formal
"Jul 1, 2033","For clinical trial NCT00262769, identify the ingredient in the more effective regimen starting with the letter G.

For this ingredient, find its patent expiration date based on its last approval by Dec, 2024.
Note: Consider only overall FDA drug approval, not new indications or supplemental approvals.
Return only the year in YYYY format.",Patent_Expire_Date_Text,style2_concise
"Jul 1, 2033","First, for clinical trial NCT00262769, identify which ingredient among the more effective regimen ingredients starts with the letter G.

Then, for this identified ingredient that was last approved up till Dec, 2024, when is its patent expiration date? Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, return only the date only the year YYYY format of date: YYYY.",Patent_Expire_Date_Text,style3_stepwise
SHILPA MEDICARE LTD,"Within the context of clinical trial NCT04988295, from the efficacious regimen components, identify the specific therapeutic agent whose name commences with the letter 'P'.

Subsequently, determine the company holding the most recent original U.S. Food and Drug Administration (FDA) approval for this identified agent as of December 2024. It should be noted that this inquiry is strictly limited to original drug approvals, explicitly excluding new indications and supplemental approvals.
The output should consist solely of the company name, presented in the format: COMPANY: name.",Applicant_Full_Name,style1_formal
SHILPA MEDICARE LTD,"In clinical trial NCT04988295, identify the effective regimen ingredient starting with the letter P.

Then, for this ingredient, find the company with the latest overall FDA drug approval by Dec, 2024. Consider only overall FDA drug approval, not new indidcation or supplemental approvals.
Return only the company name in format of COMPANY: name.",Applicant_Full_Name,style2_concise
SHILPA MEDICARE LTD,"First, for clinical trial NCT04988295, examine the more effective regimen ingredients to identify which ingredient starts with the letter P.

Then, using this specific ingredient, find the company that holds the latest overall FDA drug approval date up till Dec, 2024. Note that we are only looking for overall FDA drug approval, not new indications or supplemental approvals.

Finally, return only the company name in the format of COMPANY: name.",Applicant_Full_Name,style3_stepwise
DOCETAXEL,"For clinical trial NCT03150875: Of the ingredients comprising the most efficacious regimens, identify the one whose name commences with the letter 'D'; return only the name of the ingredient or unknown in all CAPS in the format of INGREDIENT: name",Ingredient,style1_formal
DOCETAXEL,"For trial NCT03150875, from the more effective regimen, find the ingredient starting with D. Return only the name or UNKNOWN in all CAPS in the format INGREDIENT: name.",Ingredient,style2_concise
DOCETAXEL,"First, for clinical trial NCT03150875, identify the ingredients from the more effective regimen. Then, from that list, find the ingredient with the first letter starting with D. Finally, return only the name of the ingredient, or 'unknown' if none is found, in all CAPS using the format INGREDIENT: name",Ingredient,style3_stepwise
Not_Listed,"In reference to clinical trial NCT01282463, examine the constituent components of the regimen demonstrating superior efficacy and identify the component whose name commences with the letter D.

Subsequently, ascertain the pharmaceutical entity that obtained the most recent U.S. Food and Drug Administration (FDA) approval for the aforementioned component, for the period ending December 2024.
Please note: this inquiry is restricted to initial New Drug Application (NDA) or Biologics License Application (BLA) approvals and expressly excludes supplemental approvals, such as those for new indications.

In the event that this entity is publicly traded on a United States-based stock exchange, inclusive of over-the-counter (OTC) markets, the following information is requested:
1. The stock ticker symbol
2. The opening share price on the date of the FDA approval

Should the company not be publicly traded on any U.S. market, a designation of ""NOT LISTED"" should be provided.",Open_on_Approval,style1_formal
Not_Listed,"For clinical trial NCT01282463, identify the ingredient in the more effective regimen that starts with the letter D.

Then, find the pharmaceutical company with the most recent overall FDA drug approval for this ingredient by December 2024. Exclude new indications and supplemental approvals.

If the company is listed on a US stock market (including OTC markets), provide:
1. Stock ticker symbol
2. Opening stock price on the FDA approval date

If the company is not listed on a US stock market, state ""NOT LISTED"".",Open_on_Approval,style2_concise
Not_Listed,"First, for clinical trial NCT01282463, review the more effective regimen ingredients and identify which ingredient starts with the letter D.

Then, for this identified ingredient, determine which pharmaceutical company received the most recent FDA approval (up until December 2024).
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, if this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style3_stepwise
TRABECTEDIN,"For clinical trial NCT02672527. Among the components of the more efficacious regimen; identify the component whose name begins with the letter T and return only the name of said component, or 'unknown', in all CAPS in the format of INGREDIENT: name",Ingredient,style1_formal
TRABECTEDIN,"For clinical trial NCT02672527, find the ingredient from the more effective regimen that starts with 'T'; return the name or UNKNOWN in all CAPS in the format INGREDIENT: name.",Ingredient,style2_concise
TRABECTEDIN,"First, for clinical trial NCT02672527, identify the ingredients from the more effective regimen. Then, from that list of ingredients, find the one whose name starts with the letter T. Finally, return only the name of the ingredient in all CAPS, or return unknown if none is found, using the format INGREDIENT: name",Ingredient,style3_stepwise
"Apr 27, 2027","Regarding clinical trial NCT01197560, from the active pharmaceutical ingredients comprising the more efficacious regimen, identify the component whose name commences with the letter L.

Subsequently, for this identified ingredient, which received its most recent approval on or before Dec, 2024, please ascertain its patent expiration date.
Note that the scope of this inquiry is restricted to the overall FDA drug approval, and explicitly excludes new indications or supplemental approvals.
Return the date exclusively in the year format: YYYY.",Patent_Expire_Date_Text,style1_formal
"Apr 27, 2027","In clinical trial NCT01197560, which effective regimen ingredient starts with the letter L?

For that ingredient, what is the patent expiration date for its last overall FDA drug approval before Dec, 2024?
Note: Consider only overall FDA drug approvals, not new indications or supplemental approvals.
Return only the year in YYYY format.",Patent_Expire_Date_Text,style2_concise
"Apr 27, 2027","First, for clinical trial NCT01197560, identify which ingredient among the more effective regimen ingredients starts with the letter L.

Then, for this identified ingredient that was last approved up till Dec, 2024, find its patent expiration date.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, return only the date only the year YYYY format of date: YYYY.",Patent_Expire_Date_Text,style3_stepwise
DOCETAXEL,"For clinical trial NCT00003782, from the constituents of the more efficacious regimens, identify the constituent whose name commences with the letter 'D' and provide only the name of the constituent, or 'UNKNOWN', in uppercase, formatted as INGREDIENT: name.",Ingredient,style1_formal
DOCETAXEL,"For clinical trial NCT00003782, among the more effective regimen ingredients, find the ingredient starting with D and return the name or unknown in all CAPS in the format INGREDIENT: name.",Ingredient,style2_concise
DOCETAXEL,"First, for clinical trial NCT00003782, find the list of more effective regimen ingredients. Then, from that list, find the ingredient that starts with the letter D. Finally, return only the name of the ingredient or unknown in all CAPS in the format of INGREDIENT: name",Ingredient,style3_stepwise
DEXCEL PHARMA TECHNOLOGIES LTD,"Pertaining to clinical trial NCT00033332, among the constituent agents of the more effective regimen, identify the agent whose name commences with the letter 'D'.

Subsequently, for the identified agent, determine the company possessing the latest overall FDA drug approval granted on or before Dec, 2024. This inquiry is strictly limited to the initial drug approval, thereby excluding new indications or supplemental approvals.
Return only the company name in format of COMPANY: name.",Applicant_Full_Name,style1_formal
DEXCEL PHARMA TECHNOLOGIES LTD,"For clinical trial NCT00033332, identify the ingredient in the more effective regimen that starts with D.

Then, for this ingredient, find the company with the latest overall FDA drug approval by Dec, 2024. Exclude new indications and supplemental approvals.
Return only the company name in the format COMPANY: name.",Applicant_Full_Name,style2_concise
DEXCEL PHARMA TECHNOLOGIES LTD,"First, for clinical trial NCT00033332, among the more effective regimen ingredients, identify which ingredient starts with the letter D.

Then, for this identified ingredient, find which company has the latest overall FDA drug approval date up till Dec, 2024. Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, return only the company name in format of COMPANY: name.",Applicant_Full_Name,style3_stepwise
46.72999954223633,"For clinical trial NCT01718379, analyze the constituent agents of the more efficacious regimen and identify the agent whose name commences with the letter L.

Then, determine the pharmaceutical company that received the most recent U.S. Food and Drug Administration (FDA) approval for this identified agent, with a data cutoff of December 2024.
Note that this inquiry is restricted to initial New Drug Application (NDA) or Biologics License Application (BLA) approvals, and excludes supplemental approvals or new indications.

If this company is listed on any U.S. stock exchange, including over-the-counter (OTC) markets, provide:
1. Its stock ticker symbol
2. The opening stock price on the date of the FDA approval

If the company is not listed on a U.S. stock exchange, please indicate ""NOT LISTED"".",Open_on_Approval,style1_formal
46.72999954223633,"For clinical trial NCT01718379, identify the ingredient starting with 'L' in the more effective regimen.

Then, determine the pharmaceutical company with the most recent new drug FDA approval for this ingredient by December 2024. Exclude new indications and supplemental approvals.

If this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, state ""NOT LISTED"".",Open_on_Approval,style2_concise
46.72999954223633,"First, for clinical trial NCT01718379, review the more effective regimen ingredients and identify which ingredient starts with the letter L.

Then, for this identified ingredient, determine which pharmaceutical company received the most recent FDA approval up until December 2024.
Note that we are only looking for overall FDA drug approval, not new indications, not supplemental approvals.

Finally, if this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style3_stepwise
"May 16, 2036","First, for clinical trial NCT00376792, among the constituents of the more efficacious regimen, identify the one commencing with the letter 'D'.

Then, for this identified constituent, last approved on or before Dec, 2024, determine its patent expiration date.
Note that the inquiry is limited to overall FDA drug approval, and excludes new indications or supplemental approvals.
Return the year exclusively, in the YYYY format of date: YYYY.",Patent_Expire_Date_Text,style1_formal
"May 16, 2036","For clinical trial NCT00376792, what effective regimen ingredient starts with the letter D?

For this ingredient, what is its patent expiration date if last approved by Dec, 2024?
Note: Use only overall FDA drug approval, not new indications or supplemental approvals.
Return the year only in YYYY format.",Patent_Expire_Date_Text,style2_concise
"May 16, 2036","First, search within clinical trial NCT00376792 for the more effective regimen ingredients. From this list, identify the specific ingredient whose name starts with the letter D.

Then, for the ingredient identified in the previous step, find its last overall FDA drug approval on or before Dec, 2024. Note that we are only looking for overall FDA drug approval, not new indications or supplemental approvals. For this approval, what is its patent expiration date?

Finally, return only the year of that patent expiration date in a YYYY format.",Patent_Expire_Date_Text,style3_stepwise
46.72999954223633,"Regarding clinical trial NCT01197560, examine the components of the more efficacious regimen and identify the constituent whose name commences with the letter L.

Subsequently, ascertain the pharmaceutical company that received the most recent U.S. Food and Drug Administration (FDA) approval for this identified constituent, through December 2024.
This inquiry is specific to original drug approvals and explicitly excludes new indications or supplemental approvals.

Should this company be listed on any United States stock market (inclusive of over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the date of the FDA approval

If the company is not listed on any United States stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style1_formal
46.72999954223633,"For clinical trial NCT01197560, identify the ingredient in the more effective regimen starting with the letter L.

Then, find the company with the most recent original FDA drug approval for this ingredient by December 2024. This excludes new indications and supplemental approvals.

If this company is listed on a US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed, state ""NOT LISTED"".",Open_on_Approval,style2_concise
